run_number,subs,pubs,duration,station_id_count,station_id_expected,city_count,city_expected,direction_count,direction_expected,temperature_count,temperature_expected,rain_count,rain_expected,wind_count,wind_expected,created_at_count,created_at_expected,station_id_config_percentage,station_id_actual_percentage,city_config_percentage,city_actual_percentage,direction_config_percentage,direction_actual_percentage,temperature_config_percentage,temperature_actual_percentage,rain_config_percentage,rain_actual_percentage,wind_config_percentage,wind_actual_percentage,created_at_config_percentage,created_at_actual_percentage
1776,1498,1067,0.6493139266967773,1153,1153,0,0,1288,1288,1333,1333,1018,1018,1303,1303,434,434,0.87,0.8707718993928881,0,0,0,0.1669254658385093,0,0.16729182295573894,0,0.16699410609037327,0,0.16730621642363777,0.26,0.26036866359447003
1777,1060,1327,0.14400744438171387,0,0,233,233,0,0,0,0,0,0,0,0,848,848,0,0,0.87,0.871244635193133,0,0,0,0,0,0,0,0,0,0.16745283018867924
1778,1033,1311,0.14356470108032227,0,0,0,0,1033,1033,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13068731848983542,0,0,0,0,0,0,0,0
1779,1385,1137,0.18893194198608398,1385,1385,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.5805054151624549,0,0,0,0,0,0,0,0,0,0,0,0
1780,1100,1138,0.21509790420532227,484,484,0,0,1078,1078,616,616,0,0,758,758,0,0,0.99,0.9917355371900827,0,0,0.98,0.9805194805194806,0,0.1672077922077922,0,0,1.0,1.0,0,0
1781,1053,1114,0.23120355606079102,0,0,0,0,558,558,758,758,0,0,0,0,968,968,0,0,0,0,0.83,0.8315412186379928,0.78,0.7810026385224275,0,0,0,0,0,0.16735537190082644
1782,1065,1319,0.2520301342010498,0,0,0,0,0,0,713,713,181,181,0,0,1054,1054,0,0,0,0,0,0,0,0.16690042075736325,0,0.1712707182320442,0,0,0.44,0.44022770398481975
1783,1249,1016,0.32018375396728516,786,786,836,836,911,911,1149,1149,0,0,0,0,0,0,0.91,0.910941475826972,0.9,0.9007177033492823,0.93,0.9308452250274424,0,0.1671018276762402,0,0,0,0,0,0
1784,1040,1231,0.1397380828857422,0,0,0,0,759,759,0,0,915,915,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0.16721311475409836,0,0,0,0
1785,1282,1302,0.1932079792022705,1230,1230,0,0,692,692,0,0,0,0,294,294,0,0,0.99,0.9902439024390244,0,0,0.5,0.5,0,0,0,0,0,0.16666666666666666,0,0
1786,1032,1489,0.12608027458190918,1001,1001,0,0,0,0,546,546,0,0,0,0,0,0,0.81,0.8101898101898102,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0
1787,1018,1273,0.12808847427368164,0,0,0,0,0,0,682,682,0,0,0,0,631,631,0,0,0,0,0,0,0.95,0.9501466275659824,0,0,0,0,0,0.16798732171156894
1788,1491,1027,0.20024919509887695,1476,1476,0,0,0,0,0,0,0,0,0,0,313,313,0.35,0.3502710027100271,0,0,0,0,0,0,0,0,0,0,0.26,0.26198083067092653
1789,1019,1378,0.16535353660583496,825,825,407,407,0,0,244,244,0,0,0,0,417,417,0.57,0.5709090909090909,0,0.16707616707616707,0,0,0,0.1680327868852459,0,0,0,0,0,0.16786570743405277
1790,1371,1153,0.1900954246520996,0,0,603,603,0,0,0,0,1206,1206,0,0,0,0,0,0,0.82,0.8208955223880597,0,0,0,0,0.98,0.9800995024875622,0,0,0,0
1791,1097,1332,0.3080177307128906,614,614,1075,1075,0,0,592,592,0,0,691,691,438,438,0,0.16775244299674266,0.73,0.7302325581395349,0,0,0.46,0.46114864864864863,0,0,0,0.1678726483357453,0,0.16666666666666666
1792,1064,1024,0.15999174118041992,0,0,659,659,670,670,627,627,340,340,0,0,0,0,0,0,0,0.1669195751138088,0,0.16716417910447762,0.76,0.7607655502392344,0.93,0.9323529411764706,0,0,0,0
1793,1498,1211,0.30759263038635254,0,0,0,0,1078,1078,0,0,539,539,1408,1408,0,0,0,0,0,0,0,0.16697588126159554,0,0,0.82,0.8200371057513914,0,0.1669034090909091,0,0
1794,1118,1136,0.2061924934387207,0,0,0,0,380,380,100,100,1118,1118,0,0,983,983,0,0,0,0,0,0.16842105263157894,0,0.17,0.5,0.5,0,0,0.46,0.46083418107833163
1795,1314,1116,0.3557565212249756,880,880,893,893,302,302,643,643,1222,1222,0,0,0,0,0.94,0.9409090909090909,0,0.16685330347144456,0.83,0.8311258278145696,0,0.16796267496111975,0.44,0.4402618657937807,0,0,0,0
1796,1412,1432,0.42384862899780273,0,0,0,0,1129,1129,240,240,960,960,776,776,1073,1073,0,0,0,0,0.87,0.870682019486271,0,0.16666666666666666,0,0.16666666666666666,0.82,0.8208762886597938,0,0.1668219944082013
1797,1289,1398,0.14400720596313477,64,64,0,0,0,0,0,0,257,257,1289,1289,0,0,0.88,0.890625,0,0,0,0,0,0,0.67,0.6731517509727627,0,0.16679596586501164,0,0
