run_number,subs,pubs,duration,station_id_count,station_id_expected,city_count,city_expected,direction_count,direction_expected,temperature_count,temperature_expected,rain_count,rain_expected,wind_count,wind_expected,created_at_count,created_at_expected,station_id_config_percentage,station_id_actual_percentage,city_config_percentage,city_actual_percentage,direction_config_percentage,direction_actual_percentage,temperature_config_percentage,temperature_actual_percentage,rain_config_percentage,rain_actual_percentage,wind_config_percentage,wind_actual_percentage,created_at_config_percentage,created_at_actual_percentage
677,1447,1160,0.11307501792907715,0,0,0,0,0,0,0,0,1114,1114,0,0,1360,1360,0,0,0,0,0,0,0,0,0,0.16696588868940754,0,0,0.72,0.7213235294117647
678,1477,1313,0.09485030174255371,0,0,634,635,0,0,0,0,0,0,0,0,1108,1107,0,0,0.81,0.8107255520504731,0,0,0,0,0,0,0,0,0,0.16787003610108303
679,1206,1192,0.10291075706481934,0,0,0,0,0,0,627,627,1206,1206,988,988,0,0,0,0,0,0,0,0,0.97,0.9712918660287081,0,0.16666666666666666,0,0.16700404858299595,0,0
680,1304,1062,0.05620622634887695,0,0,0,0,0,0,0,0,0,0,1304,1304,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.8803680981595092,0,0
681,1484,1447,0.16946792602539062,1290,1291,0,0,1290,1291,0,0,638,638,1350,1350,0,0,0,0.16744186046511628,0,0,0,0.16744186046511628,0,0,0.71,0.713166144200627,0,0.1674074074074074,0,0
682,1453,1175,0.0714409351348877,0,0,0,0,0,0,0,0,1453,1453,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.981417756366139,0,0,0,0
683,1105,1452,0.07204818725585938,0,0,0,0,0,0,343,342,0,0,0,0,906,906,0,0,0,0,0,0,0,0.16909620991253643,0,0,0,0,0.76,0.7615894039735099
684,1486,1403,0.14272856712341309,1411,1411,0,0,1248,1248,520,520,0,0,0,0,0,0,0.86,0.8618001417434443,0,0,0,0.16826923076923078,0,0.1673076923076923,0,0,0,0,0,0
685,1263,1184,0.09074616432189941,0,0,593,593,1187,1187,0,0,618,618,0,0,0,0,0,0,0.86,0.863406408094435,0.98,0.9823083403538332,0,0,0,0.16990291262135923,0,0,0,0
686,1148,1381,0.07140350341796875,631,631,0,0,0,0,0,0,527,528,596,596,0,0,0.67,0.6719492868462758,0,0,0,0,0,0,0,0.17077798861480076,0,0.16946308724832215,0,0
687,1389,1053,0.07706642150878906,0,0,0,0,0,0,0,0,0,0,1138,1138,555,555,0,0,0,0,0,0,0,0,0,0,0,0.1687170474516696,0.41,0.41081081081081083
